tcp,estc,playfile,Wiggins number,author,author 2,author 3,author 4,author 5,translator,in 704 corpus,in 554 corpus,missing from both,title,alternative title,genre,Wiggins genre,DEEP genre,Wiggins contemporary genre,date of writing,date of 1st performance,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes
A07238,S112418,A07238,,"Massinger, Philip",,,,,,yes,yes,no,The Emperor of the East,,TC,,TC,,1631,1631,1632,1632,King's Men,,,,,
A88624,R210000,A88624,,"Lower, William",,,,,,yes,yes,no,The Enchanted Lovers,,CO,,Pastoral Tragicomedy,,1658,1658,1658,1658,,,,,,
A77567,R209758,A77567_01,,"Brome, Richard",,,,,,yes,yes,no,"The English Moor, or The Mock Marriage",,CO,,CO,,1632,1637,1658,1658,Queen Henrietta Maria's Men,,,,,
A03195,S104058,A03195,,"Heywood, Thomas",,,,,,yes,yes,no,The English Traveller,,CO,,TC,,1627,1627,1633,1633,Queen Henrietta Maria's Men,,,,,
A21246,S105478,play in collection,933,Anonymous,,,,,,no,no,yes,The Entertainment at Bisham,Wiggins title: Royal Entertainment at Bisham Abbey / Printed: Speeches Delivered to Her Majesty this Last Progress / Later assigned: The Entertainment at Bisham,,EN,Royal EN,,1592,1592,1592,,,,"Lady Elizabeth Russell's household, at the approach to Bisham Abbey, Berkshire",no,,
A17879,S104864,,,"Campion, Thomas",,,,,,no,no,yes,The Entertainment at Cawsome,,,,Royal EN,,1613,1613,1613,,,,,,,
A17029,S120322,,887,Anonymous,,,,,,no,no,yes,The Entertainment at Cowdray,Wiggins title: Royal Entertainment at Cowdray / Printed: The Speeches and Honourable Entertainment given to the Queen's Majesty in Progress at Cowdray in Sussex / Later assigned: The Entertainment at Cowdray,,EN,Royal EN,EN,1591,1591,1591,,,,"Lord Montacute's household at Cowdray, Sussex",no,,
A18463,S107740,,,"Drummond, William (?)",,,,,,no,no,yes,The Entertainment at Edinburgh,,,,Royal EN,,1633,1633,1633,,,,,,,
not in tcp?,S108185,,891,Anonymous,,,,,,no,no,yes,The Entertainment at Elvetham,Wiggins title: Royal Entertainment at Elvetham / Printed: The Honourable Entertainment given to the Queen's Majesty in Progress at Elvetham in Hampshire by the Right Honourable the Eark of Hertford / Contemporary: The Queen's  Entertainment at the Earl of Hertford's / Later assigned: The Entertainment at Elvetham,,EN,Royal EN,EN,1591,1591,1591,,,,"Earl of Hertford's household at Elvetham House, Hampshire",yes,no,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The Entertainment at Highgate,The Penates,,,Royal EN,,1604,1604,1616,,,,,,,now included in <Entertainments>
A01506,S105704,A01506,637-43?,"Churchyard, Thomas","Garter, Bernard","Goldingham, Henry",,,,yes,no,no,The Entertainment at Norwich,,EN,,EN,,1578,1578,1578,1578,,,,,,
not in tcp?,S107750,,,"Sackville, Edward (?)",,,,,,no,no,yes,The Entertainment at Richmond,,,,Comic Show,,1636,1636,1636,,,,,,,
A21246,S105478,play in collection,939,Anonymous,,,,,,no,no,yes,The Entertainment at Rycote,Wiggins title: Royal Entertainment at Rycote / Printed: Speeches Delivered to Her Majesty this Last Progress / Later assigned: The Entertainment at Rycote,,EN,Royal EN,,1592,1592,1592,,,,"household of Henry, 1st Lord Norris, at Rycote, Oxfordshire",no,,
A21246,S105478,play in collection,936,Anonymous,,,,,,no,no,yes,The Entertainment at Sudeley,Wiggins title: Royal Entertainment at Sudeley Castle / Printed: Speeches Delivered to Her Majesty this Last Progress / Later assigned: The Entertainment at Sudeley; Daphne and Apollo,,EN,Royal EN,,1592,1592,1592,,,,"household of Lord Chandos at Sudeley Castle, Gloucestershire",prose and pentameter,yes,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,"The Entertainment at Theobalds, 1607",The Genius,,,Royal EN,,1607,1607,1616,,,,,,,now included in <Entertainments>
not in tcp?,see notes,play in collection,631,"Sidney, Philip",,,,,,no,no,yes,The Entertainment at Wanstead,Wiggins title: Royal Entertainment at Wanstead / Later assigned: The Lady of May; The Lady of the May; The Entertainment at Wanstead,,EN; pastoral,Royal EN,,1578,1578,1598,,,,"Wanstead Manor, Essex",,,"TCP has ESTC S110920, but this version doesn't have this entertainment"
A18729,S104976,A18729,,"Churchyard, Thomas","Garter, Bernard","Goldingham, Henry",,,,yes,no,no,The Entertainment in Suffolk and Norfolk,,EN,,EN,,1578,1578,1578,1578,,,,,,
A01848,S105771,,702,"Goldwell, Henry",,,,,,no,no,yes,The Entertainment of the French Ambassadors,Later assigned: The Fortress of Perfect Beauty; The Entertainment of the French Ambassadors; The Four Foster-Children of Desire,,tilt,Tilt and EN,,1581,1581,[1581],,,,"English Court at the Tiltyard, Whitehall",no,no,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The Entertainment of the Two Kings of Great Britain and Denmark,"The Entertainment at Theobalds, 1606; The Hours",,,Royal EN,,1606,1616,1616,,,,,,,now included in <Entertainments>
A13613,S102998,A13613_02,,Terence,,,,,"Newman, Thomas",yes,yes,no,The Eunuch,,CO,,CO,,1627,1627,1627,1627,,,,,,
A12136,S102993,A12136,,"Shirley, James",,,,,,yes,yes,no,The Example,,CO,,CO,,1634,1634,1637,1637,Queen Henrietta Maria's Men,,,,,
A34589,R19473,A34589,,"Corneille, Thomas",,,,,"R., T.",yes,yes,no,The Extravagant Shepherd,,CO,,Pastoral,,1654,1654,1654,1654,,,,,,
A16900,S104660,,,Anonymous,,,,,,no,no,yes,The Fair Maid of Bristow,,,,CO,,1603,1604,1605,,King's Men,,,,,
A03197,S106110,A03197,1326,"Heywood, Thomas",,,,,,yes,yes,no,The Fair Maid of the Exchange,"Printed: The Fair Maid of the Exchange, with the Pleasant Humours of the Cripple of Fenchurch",CO,CO,CO,CO,1602,1602,1607,1607,,,,pentameter and prose,blank verse and couplets,
A27177,R22900,A27177_32,,"Fletcher, John","Ford, John","Massinger, Philip","Webster, John (?)",,,yes,yes,no,The Fair Maid of the Inn,,CO,,CO,,1626,1626,1647,1647,King's Men,,,,,
A00962,S105619,A00962,,"Fletcher, John",,,,,,yes,yes,no,The Faithful Shepherdess,,TC,,Pastoral,,1608,1608,1610,1610,Children of the Queen's Revels,,,,,
A42648,R213760,A42648,,"D'Ouvilly, George Gerbier",,,,,,yes,yes,no,"The False Favorite Disgraced, or The Reward of Loyalty",,TC,,TC,,1657,1657,1657,1657,,,,,,
A27177,R22900,A27177_09,,"Fletcher, John","Massinger, Philip",,,,,yes,yes,no,The False One,,HI,,Classical History,,1619,1620,1647,1647,King's Men,,,,,
A07495,S112570,A07495,,"Middleton, Thomas",,,,,,yes,yes,no,The Family of Love,,CO,,CO,,1603,1603,1608,1608,Admiral's (Nottingham's) Men,Children of the King's Revels,,,,
A20096,S105289,A20096,1369a,"Dekker, Thomas","Webster, John",,,,,yes,yes,no,The Famous History of Sir Thomas Wyatt,Printed: The Famous History of Sir Thomas Wyatt,HI,HI,HI,HI; CO,1602,1602,1607,1607,Queen Anne's Men,,,"irregular, mostly pentameter and prose",blank verse and couplets,
not in tcp?,S106379,,773,Anonymous,,,,,,no,no,yes,The Famous Victories of Henry the Fifth,Printed: The Famous Victories of Henry V,,HI,HI,play,1586,1586,1598,,Queen Elizabeth's Men,,,no,yes,
A01049,S102425,A01049,,"Ford, John",,,,,,yes,yes,no,The Fancies Chaste and Noble,,CO,,CO,,1635,1635,1638,1638,Queen Henrietta Maria's Men,,,,,
A13393,S118165,A13393_01,,"Tatham, John",,,,,,yes,no,no,The Fancies Theater,The Mirror of Fancies,ND,,n/a,,,,1640,1640,,,,,,
A43306,R12659,A43306,,"Hemings, William",,,,,,yes,yes,no,The Fatal Contract,The Eunuch,TR,,TR,,1638,1639,1653,1653,Queen Henrietta Maria's Men,,,,,
A07251,S112432,A07251,,"Field, Nathan","Massinger, Philip",,,,,yes,yes,no,The Fatal Dowry,,TR,,TR,,1619,1619,1632,1632,King's Men,,,,,
A53060,R17289,A53060_21,,"Cavendish, Margaret",,,,,,yes,no,no,The Female Academy,,ND,,,,1662,,1662,1662,,,,,,
not in tcp?,R209100,,,"Davenant, William",,,,,,no,no,yes,The First Day's Entertainment at Rutland House,,,,Disputation,,1656,1656,1657,,Davenant's Opera Company,,,,,
A12078,S117249,A12078,,"Sharpham, Edward",,,,,,yes,yes,no,The Fleer,,CO,,CO,,1606,1606,1607,1607,Children of the Queen's Revels,,,,,
A94057,R203677,A94057,,"Strode, William",,,,,,yes,yes,no,The Floating Island,Passions Calmed; Prudentius,TC,,Moral Allegory,,1636,1636,1655,1655,,,,,,
A34260,R7497,A34260,,"Carlell, Lodowick",,,,,,yes,yes,no,"The Fool Would Be a Favorite, or The Discreet Lover",,TC,,TC,,1625,1637,1657,1657,Queen Henrietta Maria's Men,,,,,
A04652,S109228,A04652,,"Jonson, Ben",,,,,,yes,no,no,The Fortunate Isles and Their Union,,MA,,MA,,1625,1625,1625,1625,,,,,,
fragment - not in tcp?,not in estc?,,86,Anonymous,,,,,,no,no,yes,The Four Cardinal Virtues,Printed: The Four Cardinal Virtues and the Vices Contrary to Them,,moral,Moral IN,IN,1540,1542,[c.1545],,,,,yes,yes,
A03202,S120519,A03202,,"Heywood, Thomas",,,,,,yes,yes,no,The Four Prentices of London,,TC,,Heroical Romance,,1594,1594,1615,1615,Admiral's (Nottingham's) Men,Queen Anne's Men,,,,
A03177,S109760,A03177,,"Heywood, John",,,,,,yes,no,no,The Four P's,,IN,,Comic IN,,1520,1520,1544,1544,,,,,,
A12137,S105182,A12137,,"Shirley, James",,,,,,yes,yes,no,The Gamester,,CO,,CO,,1633,1633,1637,1637,Queen Henrietta Maria's Men,,,,,
A59979,R18513,A59979,,"Shirley, James",,,,,,yes,yes,no,The Gentleman of Venice,,CO,,TC,,1639,1639,1655,1655,Ogilby's Men,Queen Henrietta Maria's Men,,,,
A18413,S107952,A18413,1377,"Chapman, George",,,,,,yes,yes,no,The Gentleman Usher,Printed: The Gentleman Usher / Contemporary: Vincentio and Margaret,CO,CO,CO,,1602,1602,1606,1606,presumably a boy company,,presumably at an indoor theatre,pentameter and prose,blank verse,
A85968,R202207,,,Anonymous,,,,,,no,no,yes,"The Ghost, or The Woman Wears the Breeches",,,,CO,,1640(?),1640(?),1653,,,,,,,
A01520,S105718,A01520,574,"Gascoigne, George",,,,,,yes,yes,no,The Glass of Government,Performed+Printed: The Glass of Government,TR,moral,Moral Allegory,tragical comedy; CO,1575,1575,1575,1575,,,,prose,yes,
A61943,R219681,single play in collection of non-dramatic material,,"Suckling, John",,,,,,no,no,yes,The Goblins,,,,CO,,1637,1638,1646,,King's Men,,,,,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The Golden Age Restored,,,,MA,,1616,1616,1616,,,,,,,
A03205,S104037,A03205,,"Heywood, Thomas",,,,,,yes,yes,no,"The Golden Age, or The Lives of Jupiter and Saturn",,TC,,Classical Legend,,1610,1610,1611,1611,Queen Anne's Men,,,,,
A85465,R207705,,,Anonymous,,,,,,no,no,yes,"The Gossips' Brawl, or The Women Wear the Breeches",,,,Comic IN,,1655,1655,1655,,,,,,,
A12138,S117332,A12138,,"Shirley, James",,,,,,yes,yes,no,The Grateful Servant,The Faithful Servant,CO,,TC,,1629,1629,1630,1630,Queen Henrietta Maria's Men,,,,,
A07239,S112420,A07239,,"Massinger, Philip",,,,,,yes,yes,no,The Great Duke of Florence,,TC,,TC,,1627,1627,1636,1636,Queen Henrietta Maria's Men,,,,,
A34823,R16344,A34823,,"Cowley, Abraham",,,,,,yes,yes,no,The Guardian,Cutter of Coleman Street,CO,,CO,,1642,1642,1650,1650,,,,,,
A50093,R202151,A50093_02,,"Massinger, Philip",,,,,,yes,yes,no,The Guardian,,CO,,CO,,1633,1633,1655,1655,King's Men,,,,,
A72473,S111824,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The Gypsies Metamorphosed,,,,MA,,1621,1621,1640,,,,,,,
A12548,S117634,A12548,,"Smith, Wentworth (?)","Smith, William (?)",,,,,yes,yes,no,"The Hector of Germany, or The Palsgrave, Prime Elector",,TR,,Pseudo-History,,1614,1614,1615,1615,,,,,,
A55761,R13616,A55761,,"Prestwich, Edmund",,,,,,yes,yes,no,"The Hectors, or The False Challenge",,CO,,CO,,1656,1656,1656,1656,,,,,,
A07326,S109948,A07326,,"May, Thomas",,,,,,yes,yes,no,The Heir,,CO,,CO,,1620,1620,1622,1622,Red Bull (Revels) Company (first),,,,,
A13345,S118056,A13345,,"Tailor, Robert",,,,,,yes,yes,no,The Hog Hath Lost His Pearl,,CO,,CO,,1613,1613,1614,1614,,,,,,
A01773,S103204,A01773,,"Glapthorne, Henry",,,,,,yes,yes,no,The Hollander,,CO,,CO,,1636,1636,1640,1640,Queen Henrietta Maria's Men,Beeston's Boys,,,,
A68683,S116335,A68683,,"S., S.",,,,,,yes,yes,no,The Honest Lawyer,,CO,,CO,,1614,1615,1616,1616,Queen Anne's Men,,,,,
A27177,R22900,A27177_26,,"Field, Nathan","Massinger, Philip","Fletcher, John",,,,yes,yes,no,The Honest Man's Fortune,,TC,,TC,,1613,1613,1647,1647,Lady Elizabeth's Men,,,,,
not in tcp?,S117316,,,"Roberts, Henry",,,,,,no,no,yes,The Honorable Entertainment of the King of Denmark,,,,Royal EN,,1606,1606,1606,,,,,,,
A12141,S117374,A12141,,"Shirley, James",,,,,,yes,yes,no,The Humorous Courtier,The Duke,CO,,CO,,1631,1631,1640,1640,Queen Henrietta Maria's Men,,,,,
A27177,R22900,A27177_15,,"Fletcher, John",,,,,,yes,yes,no,The Humorous Lieutenant,"Generous Enemies, Demetrius and Enanthe; The Noble Enemy",CO,,TC,,1619,1619,1647,1647,King's Men,,,,,
A59992,R20878,A59992_04,,"Shirley, James",,,,,,yes,yes,no,The Impostor,The Imposture,TC,,TC,,1640,1640,1652,1653,King's Men,,,,,
A07503,S112576,A07503,,"Middleton, Thomas",,,,,,yes,no,no,"The Inner-Temple Masque, or The Masque of Heroes",,MA,,MA,,1619,1619,1619,1619,,,,,,
A07067,S112257,A07067,,"Machin, Lewis","Barkstead, William","Marston, John",,,,yes,yes,no,The Insatiate Countess,,TR,,TR,,1607,1607,1613,1613,Children of the Queen's Revels,,,,,
A04053,S108291,A04053,,Anonymous,,,,,,yes,no,no,The Interlude of Youth,,IN,,Moral IN,,1513,1514,1530,1557,,,,,,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The Irish Masque,,,,MA,,1613,1613,1616,,,,,,,"not transcribed, excluded for now"
A27177,R22900,A27177_14,,"Fletcher, John",,,,,,yes,yes,no,The Island Princess,,TC,,TC,,1619,1621,1647,1647,King's Men,,,,,
A19976,S105116,A19976,,"Day, John",,,,,,yes,no,no,The Isle of Gulls,,CO,,CO,,1606,1606,1606,1606,Children of the Queen's Revels,,,,,
A69188,S109425,A69188_01,,"Day, John",,,,,,yes,yes,no,The Isle of Gulls,,CO,,CO,,1606,1606,1606,1633,Children of the Queen's Revels,,,,,
A10407,S115594,A10407,,"Randolph, Thomas",,,,,,yes,yes,no,The Jealous Lovers,,CO,,CO,,1632,1632,1632,1632,,,,,,
A06991,S109853,A06991,828,"Marlowe, Christopher",,,,,,yes,yes,no,The Jew of Malta,"Performed: The Jew of Malta / Printed: The Rich Jew of Malta / Contemporary: The Jew; De Judaeo divite (possibly); Barabas, Juden von Malta; Joodt van Malta, ofte Wraeck door moordt",TR,TR,TR,comoedia; TR,1589,1589,1633,1633,Derby's (Strange's) Men,Queen Henrietta Maria's Men,,pentameter and prose,no,
A93098,R206410,A93098,,"Sheppard, Samuel",,,,,,yes,yes,no,"The Jovial Crew, or The Devil Turned Ranter",,CO,,Political Dialogue,,1651,1651,1651,1651,,,,,,
A51868,R1066,A51868,,"Manuche, Cosmo",,,,,,yes,yes,no,The Just General,,TC,,TC,,1652,1652,1652,1652,,,,,,
A19877,S109307,A19877,,"Davenant, Sir William",,,,,,yes,yes,no,The Just Italian,,CO,,CO,,1629,1629,1630,1630,King's Men,,,,,
not in tcp?,R202624,,,Anonymous,,,,,,no,no,yes,"The Kentish Fair, or The Parliament Sold to Their Best Worth",,,,Political DI,,1648,1648,1648,,,,,,,
A72473,S111824,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The King's Entertainment at Welbeck,Love's Welcome at Welbeck,,,Royal EN,,1633,1633,1641,,,,,,,
A19750,S109190,A19750,,"D., J.",,,,,,yes,yes,no,"The Knave in Grain, New Vamped",,CO,,CO,,1625,1625,1640,1640,Red Bull Company (second),,,,,
A27177,R22900,A27177_23,,"Field, Nathan","Fletcher, John","Massinger, Philip",,,,yes,yes,no,The Knight of Malta,,TC,,TC,,1616,1618,1647,1647,King's Men,,,,,
A06252,S104553,A06252,,"Beaumont, Francis",,,,,,yes,yes,no,The Knight of the Burning Pestle,,CO,,Burlesque Romance,,1607,1607,1613,1613,Children of the Queen's Revels,,,,,
A01775,S103220,A01775,,"Glapthorne, Henry",,,,,,yes,yes,no,The Ladies' Privilege,The Lady's Privilege,TC,,TC,,1637,1637,1640,1640,Beeston's Boys,,,,,
A80943,R208874,A80943,,"Cartwright, William",,,,,,yes,yes,no,The Lady Errant,,TC,,TC,,1628,1637,1651,1651,,,,,,
A12142,S117372,A12142,,"Shirley, James",,,,,,yes,yes,no,The Lady of Pleasure,,CO,,CO,,1635,1635,1637,1637,Queen Henrietta Maria's Men,,,,,
A01052,S102516,A01052,,"Ford, John",,,,,,yes,yes,no,The Lady's Trial,,CO,,CO,,1638,1638,1639,1639,Beeston's Boys,,,,,
A03258,S104080,A03258,,"Heywood, Thomas","Brome, Richard",,,,,yes,yes,no,The Late Lancashire Witches,,CO,,Topical Play,,1634,1634,1634,1634,King's Men,,,,,
A27177,R22900,A27177_12,,"Ford, John",,,,,,yes,yes,no,The Laws of Candy,,TC,,TC,,1619,1619,1647,1647,King's Men,,,,,
A89883,R202963,A89883,,"Nedham, Marchamont",,,,,,yes,no,no,"The Levellers Levelled, or The Independents' Conspiracy to Root Out Monarchy",,IN,,Political DI,,1647,1647,1647,1647,,,,,,
A14625,S111562,A14625,209,"Wager, Lewis",,,,,,yes,no,no,The Life and Repentance of Mary Magdalene,Printed: The Life and Repentance of Mary Magdalen / Contemporary: The Repentance of Mary Magdalen / Later assigned: Mary Magdalen / Alternative modernization: Mary Magdalene,EN,moral,Biblical IN,IN,1550,1558,1566,1566,,,,yes,yes,
A27177,R22900,A27177_03,,"Fletcher, John","Massinger, Philip",,,,,yes,yes,no,The Little French Lawyer,,CO,,CO,,1619,1619,1647,1647,King's Men,,,,,
not in tcp?,R922,,,Anonymous,,,,,,no,no,yes,The London Chanticleers,,,,Comic IN,,1659,1659,1659,,,,,,,
A12023,S106302,A12023,,Anonymous,,,,,,yes,yes,no,The London Prodigal,,CO,,CO,,1603,1604,1605,1605,King's Men,,,,,
not in tcp?,S102098,,477,"Wager, William",,,,,,no,no,yes,The Longer Thou Livest the More Fool Thou Art,"Printed: The Longer Thou Livest, The More Fool Thou Art / Contemporary: The Longer Thou Livest, The More Fool Thou; More Fool / Later assigned: The Longer Thou Livest",,moral,Protestant Moral,balad; CO,1559,1559,[1569],,,,,yes,yes,
A17879,S104864,,,"Campion, Thomas",,,,,,no,no,yes,The Lord's Masque,,,,Wedding MA,,1613,1613,1613,,,,,,,
A08731,S106656,A08731,,"Berkeley, Sir William",,,,,,yes,yes,no,The Lost Lady,,TC,,TC,,1637,1637,1638,1638,King's Men,,,,,
A09228,S110364,A09228,870,"Peele, George",,,,,,yes,yes,no,The Love of David and Fair Bathsheba,"Printed: The Love of King David and Fair Bathsheba, with the Tragedy of Absalom / Contemporary: David and Bathsheba; The Love of David and Fair Bathsheba; Solomon and Bathsheba; Lapsus David cum Bathsheba (possibly) / Alternative Modernization: David and Bethsabe; David and Bersabe",TR,biblical history,Biblical History,TR,1590,1594,1599,1599,,,,yes,no,
A01055,S102509,A01055,,"Ford, John",,,,,,yes,yes,no,The Lover's Melancholy,,CO,,TC,,1628,1628,1629,1629,King's Men,,,,,
A77567,R209758,A77567_02,,"Brome, Richard",,,,,,yes,yes,no,"The Lovesick Court, or The Ambitious Politic",,TC,,TC,,1635,1639,1658,1658,,,,,,
A29350,R6509,A29350,,"Brewer, Anthony",,,,,,yes,yes,no,The Lovesick King,,TC,,TR,,1607,1617,1655,1655,,,,,,
A51870,R6308,A51870,,"Manuche, Cosmo",,,,,,yes,yes,no,The Loyal Lovers,,TC,,TC,,1652,1652,1652,1652,,,,,,
A27177,R22900,A27177_11,,"Fletcher, John",,,,,,yes,yes,no,The Loyal Subject,,TC,,TC,,1618,1618,1647,1647,King's Men,,,,,
A27177,R22900,A27177_01,,"Fletcher, John",,,,,,yes,yes,no,The Mad Lover,,TC,,TC,,1617,1617,1647,1647,King's Men,,,,,
A72473,S111824,play in collection,,"Jonson, Ben",,,,,,no,no,yes,"The Magnetic Lady, or Humors Reconciled",,,,CO,,1632,1632,1640/1641?,,King's Men,,,,,
A20069,S109541,,,"Dekker, Thomas","Middleton, Thomas",,,,,no,no,yes,The Magnificent Entertainment Given to King James,The Entertainment through London,,,Coronation EN,,1604,1604,1604,,,,,,,
A27177,R22900,A27177_17,,"Fletcher, John","Rowley, William",,,,,yes,yes,no,The Maid in the Mill,,CO,,CO,,1623,1623,1647,1647,King's Men,,,,,
A07240,S112421,A07240,,"Massinger, Philip",,,,,,yes,yes,no,The Maid of Honour,The Maid of Honor,CO,,TC,,1621,1621,1632,1632,Red Bull (Revels) Company (first),Queen Henrietta Maria's Men,,,,
A06742,S111865,A06742,1231,Anonymous,,,,,,yes,yes,no,The Maid's Metamorphosis,Printed: The Maid's Metamorphosis,CO,pastoral romance,CO,,1600,1600,1600,1600,Children of Paul's (second),,,iambic pentameter and prose,yes,
A12145,S117245,A12145,,"Shirley, James",,,,,,yes,yes,no,The Maid's Revenge,,TR,,TR,,1626,1626,1639,1639,Queen Henrietta Maria's Men,,,,,
A06289,S101186,A06289,,"Beaumont, Francis","Fletcher, John",,,,,yes,yes,no,The Maid's Tragedy,,TR,,TR,,1610,1610,1619,1619,King's Men,,,,,
A07071,S112286,A07071,,"Marston, John","Webster, John",,,,,yes,no,no,The Malcontent,,TC,,TC,,1602,1604,1604,1604,Children of the Queen's Revels,King's Men,,,,
A07074,S112291,A07074,,"Marston, John","Webster, John",,,,,yes,yes,no,The Malcontent,,TC,,TC,,1602,1604,1604,1604,Children of the Queen's Revels,King's Men,,,,
A39722,R6137,A39722,,"Flecknoe, Richard",,,,,,yes,no,no,The Marriage of Oceanus and Britannia,,MA,,MA,,1659,1659,1659,1659,,,,,,
A07052,S120743,A07052,461,Anonymous,,,,,,yes,no,no,The Marriage of Wit and Science,Printed: The Marriage of Wit and Science / Contemporary: The Marriage of Wit and Wisdom (possibly),IN,moral,Moral IN,play; IN,1568,1568,1570,1570,,,,yes,yes,
A12127,S117303,A12127,,"Shirley, Henry",,,,,,yes,yes,no,The Martyred Soldier,,TR,,TR,,1618,1618,1638,1638,Queen Anne's Men,Queen Henrietta Maria's Men,,,,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The Masque at Lord Haddington's Marriage,The Hue and Cry after Cupid,,,Wedding MA,,1608,1608,[1608],,,,,,,
A17871,S107412,A17871,,"Campion, Thomas",,,,,,yes,no,no,The Masque at Lord Hay's Marriage,,MA,,Wedding MA,,1607,1607,1607,1607,,,,,,
A17872,S107414,,,"Campion, Thomas",,,,,,no,no,yes,The Masque at the Earl of Somerset's Marriage,The Masque of Squires,,,Wedding MA,,1613,1613,1614,,,,,,,
A01513,S105691,,526,"Gascoigne, George",,,,,,no,no,yes,The Masque for Lord Montacute,Wiggins title: Wedding Masque of Venetians / Printed: Gascoigne's Device of a Masque for the Right Honourable Viscount Montacute / Later assigned: The Masque for Lord Montacute; The Montague Masque / Alternative modernizations: The Masque for Lord Montagu; The Masque for Lord Montague,,MA,Wedding MA,MA,1572,1572,1573,,,,"EITHER Montacute House, London OR Cowdray Park, Sussex",yes,yes,
A72473,S111824,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The Masque of Augurs,,,,MA,,1622,1622,[1622],,,,,,,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The Masque of Beauty,,,,MA,,1608,1608,[1608],,,,,,,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The Masque of Blackness,The Twelfth Night's Revels,,,MA,,1605,1605,[1608],,,,,,,
A07228,S109946,,,Anonymous,,,,,,no,no,yes,The Masque of Flowers,,,,MA,,1614,1614,1614,,,,,,,
A72473,S111824,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The Masque of Owls,,,,EN,,1624,1624,1641,,,,,,,
A04632,S112455,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The Masque of Queens,,,,MA,,1609,1609,1609,,,,,,,
A27177,R22900,A27177_34,,"Fletcher, John",,,,,,yes,no,no,The Masque of the Gentlemen of Gray's Inn,,MA,,,,1625,,,1647,,,,,,
A06150,S115567,A06150,,"Beaumont, Francis",,,,,,yes,no,no,The Masque of the Inner Temple and Gray's Inn,,MA,,MA,,1613,1613,1613,1613,,,,,,
A18416,S107695,A18416,,"Chapman, George",,,,,,yes,no,no,The Masque of the Middle Temple and Lincoln's Inn,,MA,,MA,,1613,1613,1613,1613,,,,,,
A07003,S109865,A07003,947,"Marlowe, Christopher",,,,,,yes,yes,no,The Massacre at Paris,Performed: The Massacre / Printed: The Massacre at Paris / Contemporary: The Tragedy of the Guise; The Massacre of France; The Massacre of Paris / Later assigned: The Duke of Guise,TR,TR,Foreign History,TR,1593,1593,1594,1594,Lord Strange's (Derby's) Men,Admiral's (Nottingham's) Men,the Rose (?),yes,no,
A50793,R14092,A50793,,"Middleton, Thomas",,,,,,yes,yes,no,The Mayor of Quinborough,The Mayor of Queenborough / Hengist King of Kent,CO,,,,1618,,1661,1661,,,,,,
A11954,S111228,A11954_09,1047,"Shakespeare, William",,,,,,yes,yes,no,The Merchant of Venice,Performed+Printed: The Merchant of Venice / Contemporary: The Jew of Venice,CO,CO,CO,comical history'; CO,1596,1596,1600,1623,Lord Chamberlain's (Hunsdon's) Men,,the Theatre,pentameter and prose,no,
A21136,S106285,A21136,,Anonymous,,,,,,yes,yes,no,The Merry Devil of Edmonton,,CO,,CO,,1599,1602,1608,1608,Lord Chamberlain's (Hunsdon's) Men,King's Men,,,,
A11954,S111228,A11954_03,1079,"Shakespeare, William",,,,,,yes,yes,no,The Merry Wives of Windsor,Performed+Printed: The Merry Wives of Windsor / Contemporary: Falstaff,CO,CO,CO,CO,1597,1597,1602,1623,Lord Chamberlain's (Hunsdon's) Men,,the Theatre or Curtain,prose and pentameter,no,
A15352,S119995,A15352,,"Wilkins, George",,,,,,yes,yes,no,The Miseries of Enforced Marriage,,TR,,Domestic Drama,,1605,1606,1607,1607,King's Men,,,,,
A03804,S104286,A03804,,"Hughes, Thomas",,,,,,yes,no,no,The Misfortunes of Arthur,Certain Devices and Shows Presented to Her Majesty,EN,,TR,,1587,1588,1587,1587,,,,,,
A01509,S120868,A01509,,"Garter, Thomas",,,,,,yes,yes,no,The Most Virtuous and Godly Susanna,,CO,,Moral Interlude,,1563,1569,1578,1578,,,,,,
A10411,S115618,play in collection,,"Randolph, Thomas",,,,,,no,no,yes,The Muses' Looking Glass,,,,CO,,1630,1630,1638,,King's Revels Company,,,,,
A10439,S104481,A10439,,"Rastell, John",,,,,,yes,no,no,The Nature of the Four Elements,Natura Naturata,IN,,Moral Interlude,,1517,1517,1520,1520,,,,,,
A77567,R209758,A77567_04,,"Brome, Richard",,,,,,yes,yes,no,"The New Academy, or The New Exchange",,CO,,CO,,1635,1635,1658,1658,King's Revels Company,,,,,
